14.66	0.053510514									
66.03	0.570030633									
10.81	0.485912617									
24.88	0.405064444									
21.91	0.467213592									
6.49	0.199760551									
9.4916	-0.050517573									
18.9425	0.255005596									
13.7731	0.17956873									
17.9456	-0.01721159									
8.3785	-0.185501066									
12.7791	0.067989808									
8.2514	0.492839833									
8.8769	0.089494163									
18.9092	0.207640449									
20.6261	-0.08158455									
17.317	0.386528339									
16.8417	0.146893993									
12.9271	0.299620133									
6.9019	-0.133403874									
14.139	0.088274595									
13.9356	0.052631579									
8.1683	0.167942289									
15.3344	0.040692029									
14.6397	0.197566471									
9.3732	0.250113153									
7.5522	-0.25573921									
22.2536	0.154568902									
13.6206	0.236538103									
7.5973	0.284925611									
7.2358	0.205806266									
10.6317	0.102421943									
23.5614	-0.311898045									
17.1701	0.064051397									
7.1443	0.036964791									
9.8942	0.394332469									
13.7342	0.277934367									
103.0613	0.432571256									
19.7552	0.296386029									
16.3331	0.06480639									
24.9942	0.415182186									
24.8684	0.226208729									
74.5139	0.296865396									
75.4597	1.202629048									
13.4123	0.116376083									
19.5392	0.55578224									
9.9439	-0.230016138									
13.5866	0.042394822									
13.2302	-0.182713348									
10.8288	-0.040515041									
